# Reviewed SDK ownership evidence; see docs/patterns/sdk-data-ownership.md.
# Retail and native reference sites may belong to a consumer distinct from the defining module.
# Field seeds retain unresolved private names/types/extents; ownership alone is supported.
image	va	size	owner	basis	library	module	section	retail_site	sdk_site	referent	consumer_library	consumer_module	paired_site	decoded_target	note
GAME.EXE	0x80056348	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x8005634c	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056350	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056354	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056358	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x8005635c	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056360	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056364	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056368	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x8005636c	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056370	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056374	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056378	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x8005637c	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056380	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.data	0x8003acec	0x80	CD_intstr	LIBCD.LIB	SYS	0x8003acf0	0x80056380	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80056384	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056388	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x8005638c	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056390	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056394	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056398	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x8005639c	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.data	0x8003acb4	0x48	.data base 0x8005630c, extent 0x214	LIBCD.LIB	SYS	0x8003acb8	0x8005630c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056560	0x4	libspu_s_srmp	native-relocation-in-matched-block	LIBSPU.LIB	S_SRMP	.data	0x8003ea40	0x90	_spu_rev_startaddr	LIBSPU.LIB	S_INI	0x8003ea44	0x80056560	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x800569dc	0x4	libgte_cor	native-relocation	LIBGTE.LIB	COR	.data	0x8004c178	0x7c8	.data	LIBGTE.LIB	COR	0x8004c17c	0x800569dc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x800569e0	0x4	libgte_cor	initialized-section	LIBGTE.LIB	COR	.data	0x8004bbb4	0x204	.data base 0x800569dc, extent 0x64	LIBGTE.LIB	COR	0x8004bbb8	0x80056a0c	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80056a44	0x4	libgte_msc	native-relocation	LIBGTE.LIB	MSC	.data	0x8004c584	0x340	.data + 0x4	LIBGTE.LIB	MSC	0x8004c588	0x80056a44	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80056a4c	0x4	libgte_msc	native-relocation	LIBGTE.LIB	MSC	.data	0x8004c574	0x330	.data + 0xc	LIBGTE.LIB	MSC	0x8004c578	0x80056a4c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80056a50	0x4	libgte_msc	native-relocation	LIBGTE.LIB	MSC	.data	0x8004c57c	0x338	.data + 0x10	LIBGTE.LIB	MSC	0x8004c580	0x80056a50	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057acc	0x4	libgpu_sprintf	native-relocation	LIBGPU.LIB	SPRINTF	.data	0x80054dbc	0x9c	.data	LIBGPU.LIB	SPRINTF	0x80054dc0	0x80057acc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ad0	0x4	libgpu_sprintf	initialized-section	LIBGPU.LIB	SPRINTF	.data	0x80054dbc	0x9c	.data base 0x80057acc, extent 0xc	LIBGPU.LIB	SPRINTF	0x80054dc0	0x80057acc	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057ad4	0x4	libgpu_sprintf	initialized-section	LIBGPU.LIB	SPRINTF	.data	0x80054dbc	0x9c	.data base 0x80057acc, extent 0xc	LIBGPU.LIB	SPRINTF	0x80054dc0	0x80057acc	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057ba4	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003ac8c	0x20	CD_debug	LIBCD.LIB	SYS	0x8003ac90	0x80057ba4	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057bff	0x1	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003ba84	0x62c	.sdata + 0x64	LIBCD.LIB	BIOS	0x8003ba88	0x80057bff	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c00	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003bd14	0x8bc	.sdata + 0x60	LIBCD.LIB	BIOS	0x8003bd18	0x80057c00	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c04	0x4	libcd_bios	initialized-section	LIBCD.LIB	BIOS	.sdata	0x8003ac8c	0x20	.sdata base 0x80057ba0, extent 0xa4	LIBCD.LIB	SYS	0x8003ac90	0x80057ba4	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c08	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c1bc	0xca4	.sdata + 0x68	LIBCD.LIB	BIOS	0x8003c1c0	0x80057c08	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c0c	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c204	0xcec	.sdata + 0x6c	LIBCD.LIB	BIOS	0x8003c208	0x80057c0c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c10	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c1cc	0xcb4	.sdata + 0x70	LIBCD.LIB	BIOS	0x8003c1d0	0x80057c10	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c14	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c1e0	0xcc8	.sdata + 0x74	LIBCD.LIB	BIOS	0x8003c1e4	0x80057c14	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c18	0x4	libcd_bios	native-relocation-in-matched-block	LIBCD.LIB	BIOS	.sdata	0x8003b99c	0x548	.sdata + 0x78	LIBCD.LIB	BIOS	0x8003b9a0	0x80057c18	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c2c	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c2d8	0xdc0	.sdata + 0x8c	LIBCD.LIB	BIOS	0x8003c2dc	0x80057c2c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c30	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c2ec	0xdd4	.sdata + 0x90	LIBCD.LIB	BIOS	0x8003c2f0	0x80057c30	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c34	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c2fc	0xde4	.sdata + 0x94	LIBCD.LIB	BIOS	0x8003c300	0x80057c34	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c38	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c328	0xe10	.sdata + 0x98	LIBCD.LIB	BIOS	0x8003c32c	0x80057c38	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c3c	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c338	0xe20	.sdata + 0x9c	LIBCD.LIB	BIOS	0x8003c33c	0x80057c3c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c40	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sdata	0x8003c250	0xd38	.sdata + 0xa0	LIBCD.LIB	BIOS	0x8003c254	0x80057c40	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c44	0x4	libcd_iso9660	native-relocation-in-matched-block	LIBCD.LIB	ISO9660	.sdata	0x8003c828	0x18	.sdata	LIBCD.LIB	ISO9660	0x8003c82c	0x80057c44	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c50	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d74c	0x480	.sdata	LIBCD.LIB	CDROM	0x8003d750	0x80057c50	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c54	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d7b4	0x4e8	.sdata + 0x4	LIBCD.LIB	CDROM	0x8003d7b8	0x80057c54	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c58	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c5c	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d75c	0x490	.sdata + 0xc	LIBCD.LIB	CDROM	0x8003d760	0x80057c5c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c60	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d910	0x644	.sdata + 0x10	LIBCD.LIB	CDROM	0x8003d914	0x80057c60	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c64	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d924	0x658	.sdata + 0x14	LIBCD.LIB	CDROM	0x8003d928	0x80057c64	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c68	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d854	0x588	.sdata + 0x18	LIBCD.LIB	CDROM	0x8003d858	0x80057c68	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c6c	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d864	0x598	.sdata + 0x1c	LIBCD.LIB	CDROM	0x8003d868	0x80057c6c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c70	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata + 0x20	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c74	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c78	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c7c	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c80	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d848	0x57c	.sdata + 0x30	LIBCD.LIB	CDROM	0x8003d84c	0x80057c80	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c84	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c88	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c8c	0x4	libcd_cdrom	initialized-section	LIBCD.LIB	CDROM	.sdata	0x8003d6ec	0x420	.sdata base 0x80057c50, extent 0x6c	LIBCD.LIB	CDROM	0x8003d6f0	0x80057c70	fixed initialized bytes and native relocations reviewed
GAME.EXE	0x80057c94	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d820	0x554	.sdata + 0x44	LIBCD.LIB	CDROM	0x8003d824	0x80057c94	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057c98	0x4	libcd_cdrom	native-relocation	LIBCD.LIB	CDROM	.sdata	0x8003d838	0x56c	.sdata + 0x48	LIBCD.LIB	CDROM	0x8003d83c	0x80057c98	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cbc	0x4	libspu_s_ini	native-relocation	LIBSPU.LIB	S_INI	.sdata	0x8003eafc	0x16c	.sdata	LIBSPU.LIB	S_INI	0x8003eb00	0x80057cbc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cc8	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x8003ec54	0x100	.sdata	LIBSPU.LIB	SPU	0x8003ec58	0x80057cc8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ccc	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x80040fb8	0x1da0	.sdata + 0x4	LIBSPU.LIB	SPU	0x80040fbc	0x80057ccc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cd0	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x80040fd8	0x1dc0	.sdata + 0x8	LIBSPU.LIB	SPU	0x80040fdc	0x80057cd0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cd4	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x80041018	0x1e00	.sdata + 0xc	LIBSPU.LIB	SPU	0x8004101c	0x80057cd4	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cd8	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x8003ec14	0xc0	.sdata + 0x10	LIBSPU.LIB	SPU	0x8003ec18	0x80057cd8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cdc	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x80040f74	0x1d5c	.sdata + 0x14	LIBSPU.LIB	SPU	0x80040f78	0x80057cdc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ce0	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sdata	0x8003eb5c	0x0	.sdata + 0x18	LIBSPU.LIB	SPU	0x8003eb60	0x80057ce0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ce4	0x4	libspu_s_srmp	native-relocation-in-matched-block	LIBSPU.LIB	S_SRMP	.sdata	0x800414a8	0x400	.sdata	LIBSPU.LIB	S_SRMP	0x800414ac	0x80057ce4	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ce8	0x4	libspu_s_m_int	native-relocation	LIBSPU.LIB	S_M_INT	.sdata	0x80041874	0x310	.sdata	LIBSPU.LIB	S_M_INT	0x80041878	0x80057ce8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cec	0x4	libspu_s_m_int	native-relocation	LIBSPU.LIB	S_M_INT	.sdata	0x80041898	0x334	.sdata + 0x4	LIBSPU.LIB	S_M_INT	0x8004189c	0x80057cec	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cf0	0x4	libspu_s_m_int	native-relocation	LIBSPU.LIB	S_M_INT	.sdata	0x80041564	0x0	.sdata + 0x8	LIBSPU.LIB	S_M_INT	0x80041568	0x80057cf0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cf4	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.sdata	0x800438ec	0x1608	.sdata	LIBSND.LIB	VMANAGER	0x800438f0	0x80057cf4	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cf8	0x4	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.sdata	0x800434c0	0x11d8	.sdata + 0x4	LIBSND.LIB	VMANAGER	0x800434c4	0x80057cf8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cfc	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.sdata	0x8004235c	0x14	.sdata + 0x8	LIBSND.LIB	VMANAGER	0x80042360	0x80057cfc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057cfe	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.sdata	0x8004237c	0x34	.sdata + 0xa	LIBSND.LIB	VMANAGER	0x80042380	0x80057cfe	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d0c	0x4	libetc_intr	reviewed-retail-family	LIBETC.LIB	INTR		ResetCallback		0x80057d0c	LIBETC.LIB	INTR			initialization flag read and written by ResetCallback/StopCallback
GAME.EXE	0x80057d10	0x4	libetc_intr	reviewed-retail-family	LIBETC.LIB	INTR		intInit		0x80057d10	LIBETC.LIB	INTR			interrupt register-address group; raw four-word native/retail comparison; intInit uses the group
GAME.EXE	0x80057d14	0x4	libetc_intr	reviewed-retail-family	LIBETC.LIB	INTR		intInit		0x80057d10	LIBETC.LIB	INTR			interrupt register-address group; raw four-word native/retail comparison; intInit uses the group
GAME.EXE	0x80057d18	0x4	libetc_intr	reviewed-retail-family	LIBETC.LIB	INTR		intInit		0x80057d10	LIBETC.LIB	INTR			interrupt register-address group; raw four-word native/retail comparison; intInit uses the group
GAME.EXE	0x80057d1c	0x4	libetc_intr	reviewed-retail-family	LIBETC.LIB	INTR		intInit		0x80057d10	LIBETC.LIB	INTR			interrupt register-address group; raw four-word native/retail comparison; intInit uses the group
GAME.EXE	0x80057d24	0x4	libetc_intr	reviewed-retail-family	LIBETC.LIB	INTR		critical_section_set		0x80057d24	LIBETC.LIB	INTR			retail LIBETC interrupt-tail helper reads and writes the saved critical-section state
GAME.EXE	0x80057d28	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x8005085c	0x348	.sdata	LIBGPU.LIB	SYS	0x80050860	0x80057d28	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d2c	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x800507f0	0x2dc	.sdata + 0x4	LIBGPU.LIB	SYS	0x800507f4	0x80057d2c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d38	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x800507e8	0x2d4	.sdata + 0x10	LIBGPU.LIB	SYS	0x800507ec	0x80057d38	matched native reference establishes module ownership; private identity and complete layout remain WIP
